iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
2006060228,,2014-01-09 00:00:00,en,Ministry for Foreign Affairs of Finland,FI-3,Government,Rural Water Supply and Sanitation Project in Western Nepal,"RWSSP-WN replicates the finished RWSSSP in the adjacent zones to Lumbini Zone in order to transfer the experience to the new districts. In addition the Project continues the work on the arsenic migitation and sanitation that has been established by the RWSSSP. The inclusion of the village-level irrigation, hydroelectricity and solid waste components will be considered on the basis of the experience gained from the RWVRMP.",,2007-01-01,2012-12-31,,,,,,Finland,FI,,Ministry for Foreign Affairs of Finland,FI-3,,Other,50000,,NP,Nepal,,,,,14020,Water supply and sanitation - large systems,,OECD Development Assistance Committee,1,,,,,EUR,EUR,0,2617275.07,0,0,0,0,0
US-1-2009006657,,,en,United States Government,US,Government,Assistance for HIV/AIDS,"To contribute to improvements in the health of people, especially women, children, and other vulnerable populations in countries of the developing world, through expansion of basic health services, including family planning; strengthening national health systems, and addressing global issues and special concerns such as HIV/AIDS and other infectious diseases. [Public Health Institute]",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Public Health Institute,22000,,NP,Nepal,,,,,13040,STD control including HIV/AIDS,,OECD Development Assistance Committee,,,,,,USD,USD,50000,0,0,0,0,0,0
44000-P010070,,2013-07-27 00:00:00,en,World Bank Group,44000,,TOURISM/NIDC,"Kathmandu is the main center for foreign tourists and the only place where hotels are up to international standards. Of the 558 hotel rooms which meet the Department of Tourism's standards, 500 are in Kathmandu. The proposed project would add 271 rooms, which it is estimated would provide accommodation for some 34,000 additional tourists per year. The project is made up of two sub-projects, the extension and refurbishing of the existing Hotel de l'Annapurna; and the construction of a new hotel, to be called the Yak and Yeti Hotel. The project is expected to be completed by the end of 1974. The credit would cover 64 percent of the total financing.",3,,1977-12-31,1972-03-14,1977-12-31,,,,International Development Association,44002,,International Development Association,44002,,,,,NP,Nepal,,,,,43030,Urban development and management,100,OECD Development Assistance Committee,2,,,C01,5,USD,,0,0,0,0,-18888,-239845,0
US-1-2010040221,,,en,United States Government,US,Government,Program Design and Learning (Conflict),"Develop and conduct needs assessments, baseline studies, targeted evaluations, special studies or other information-gathering efforts specifically for the design, monitoring and evaluation of USG-funded programs. This sub-element may also include developing and disseminating best practices and lessons learned, testing demonstration and/or pilot models, or the preparation of strategic plans and other short-term programming tasks. Note: All such activities that are carried out by partners as an in",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Enterprise - Non United States Unknown,50000,,NP,Nepal,,,,,15220,"Civilian peace-building, conflict prevention and resolution",,OECD Development Assistance Committee,,,,,,USD,,0,62400,0,0,0,0,0
44000-P043311,,2013-07-27 00:00:00,en,World Bank Group,44000,,NP: POWER DEVELOPMENT PROJECT,"The development objective of the Power Development Project (PDP) for Nepal is to increase access to electricity in rural areas; and improve the quantum and efficiency of electricity supply. This restructuring paper seeks approval to restructure the PDP to ensure effective utilization of project resources consistent with the sector priorities as well as to take into account delays in implementation of some components (stemming largely from the continued uncertain political environment over the last several years). The restructuring is also reflective of the underlying factors that have affected specific activities under the project. These factors include the need for aligning one activity with related activities under another project, longer than anticipated time in finalization of technical solution for another activity, delays in securing necessary statutory approvals for some activities, and implementation period of some activities extending beyond the project closing date due to delayed start. The restructuring seeks to drop activities that have not been procured, while extending the closing date to allow for the completion of activities critical to the development of power sector in Nepal, and for which in the most part, the contractors are already mobilized, supplies are on the ground and work is ongoing. In the absence of the extension, these activities are likely to face serious contractual difficulties leading to stranded assets on the one hand and a reputational risk for the World Bank on the other.",2,2000-01-11,2013-12-31,2000-01-11,2013-12-31,,,,International Development Association,44002,,International Development Association,44002,,MINISTRY OF WATER RESOURCES,,,NP,Nepal,,,,,;;;;;;;;;;23065;23040,;;;;;;;;;;Hydro-electric power plants;Electrical transmission/ distribution,13;13;24;25;25;2;3;3;30;62;57;43,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,2,,,C01,5,USD,,-42796045,68422873,0,0,-817288,0,0
US-1-2009019422,,,en,United States Government,US,Government,Program Support (Political Competition),"Develop and conduct needs assessments, baseline studies, targeted evaluations, special studies or other information-gathering efforts specifically for the design, monitoring and evaluation of USG-funded programs. This sub-element may also include developing and disseminating best practices and lessons learned, testing demonstration and/or pilot models, or the preparation of strategic plans and other short-term programming tasks. Note: All such activities that are carried out by partners as an in [Personal Service Contractors - USAID]",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Personal Services Contractors - USAID,50000,,NP,Nepal,,,,,,,,OECD Development Assistance Committee,,,,,,USD,,0,1983,0,0,0,0,0
US-1-2009001574,,,en,United States Government,US,Government,Administration and Oversight,"Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training [Enterprise - Non United States Unknown]",2,2009-01-01,2009-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Enterprise - Non United States Unknown,50000,,NP,Nepal,,,,,43010,Multisector aid,,OECD Development Assistance Committee,,,,,,USD,,0,697,0,0,0,0,0
GGProj:163,,2010-07-23 00:00:00,en,GlobalGiving,US-EIN-300108263,International NGO,Community Organizing to overcome Poverty in Nepal,"Marginalized rural families overcome poverty by organizing into groups to undertake savings and credit, intensive gardening, tree-growing, animal health and income generation activities.",3,2003-07-28,2004-05-21,,,,,,GlobalGiving,US-EIN-300108263,International NGO,,,,Tamakoshi Service Society (TSS),GGOrg:127,,NP,Nepal,,,,,,,,,1,,30,C01,,USD,,0,400,0,0,0,0,0
FI-3-2010-699-22706,1,2011-08-17 00:00:00,en,"Ministry of Foreign Affairs, Finland",FI-3,Government,Frame agreement with NGO (Suomen LÃ¤hetysseura ry),Shanti Dhading Community Health Care,2,2010-01-01,2010-12-31,,,,,,Finland,FI,Government,Ministry of Foreign Affairs,FI-3,Government,"Finnish NGO, Suomen LÃ¤hetysseura ry",22000,,NP,Nepal,,,,,43040,Rural development,,OECD Development Assistance Committee,1,110,10,C01,4,USD,,0,152228,0,0,0,0,0
47122-0712-NPL-03F-X,1,2013-12-31 00:00:00,en,The Global Alliance for Vaccination and Immunisation,47122,Multilateral,New vaccine support (NVS),"GAVI’s support for new vaccines presents an opportunity for countries to not only implement vaccines that protect against diseases causing substantial morbidity and/or mortality, but also to build upon the vaccine investments in order to increase immunisation coverage rates, and strengthen routine immunisation services and primary health care systems. From 2000, GAVI provided support to eligible countries for the tetravalent vaccine, a combination vaccine that protects against diphtheria, tetanus and pertussis and hepatitis B. Today GAVI will only accept new applications from eligible countries for hepB through the five-in-one pentavalent vaccine, which offers protection against diphtheria, tetanus, pertussis, Haemophilus influenzae type b (Hib) and hepatitis B. ",3,2006-01-01,2013-12-31,2007-01-01,2013-12-31,Federal States & Local Governments,DE-12,Government,The Global Alliance for Vaccination and Immunisation,47122,Multilateral,United Nations Childrens Fund,41122,International NGO,Federal States & Local Governments,DE-12,Government,NP,Nepal,,,,,12250,Infectious disease control,,OECD Development Assistance Committee,2,110,10,B02,5,USD,,0,0,0,0,0,0,0
US-1-2010025719,,,en,United States Government,US,Government,Fiscal policy,"Encourage and help countries to apply sustainable and efficient fiscal policies, which consist of establishing revenue and expenditure structures and develop management techniques that allow a government to manage the economy through the expansion and contraction of government spending. All support for fiscal policy should be decentralized to the appropriate level of government, and seek to eliminate the potential for corruption. [through Academy for Educational Development Inc.]",2,2010-01-01,2010-12-31,,,,,,United States of America,US-1,Government,U.S. Agency for International Development,US-1,Government,Academy for Educational Development,22000,,NP,Nepal,,,,,,,,OECD Development Assistance Committee,,,,,,USD,,0,35077,0,0,0,0,0
DE-1-201222017,1,2014-03-21 00:00:00,de,BMZ,DE-1,Government,Programm Förderung sozial ausgewogener Wirtschaftsentwicklung,,2,,,2011-11-07,,,,,DE,DE,Government,,,,,,,NP,Nepal,,,,,25010,Business support services and institutions,,OECD Development Assistance Committee,1,,,,,EUR,!Mixed currency,5000000.00,!Mixed currency,0,0,0,0,0
GB-1-114226-101,2,2013-12-06 00:00:00,en,Department for International Development,GB-1,Government,Consultancies Support to Climate Change Programme,,4,2008-12-01,2010-12-31,2008-12-01,2010-12-31,,,,UNITED KINGDOM,GB,Government,Department for International Development,GB-1,Government,Other.,52000,,NP,Nepal,,,,,41010;14040;41010,Environmental policy and administrative management;River development;Environmental policy and administrative management,10;10;80,OECD Development Assistance Committee;OECD Development Assistance Committee;OECD Development Assistance Committee,1,110,10,C01,5,GBP,!Mixed currency,3995,0,3995,0,0,0,0
46004-35174-032-GRNT0105,1,2013-09-30 00:00:00,en,Asian Development Bank,46004,Multilateral,EDUCATION SECTOR PROGRAM CLUSTER (SUBPROGRAM II),"The ESP II will contribute to poverty reduction in Nepal by increasing the level of education attainment, particularly for girls and disadvantaged groups.  The ESP II will support the preparation and transittion to School Sector Reform (SSR), particularly the early implementation of the 1-8 basic education restructuring in a few districts.",3,2008-03-31,2012-06-30,,2012-01-19,Ministry of Education & Sports,,,Asian Development Bank,46004,Multilateral,,,,,,,NP,Nepal,,,,,,,,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,2,110,10,A01,5,USD,,8000000,8000000,0,0,0,0,0
GB-COH-213890-8085-NP,1,2014-03-27 00:00:00,en,Save The Children UK,GB-COH-213890,International NGO,Disaster Risk Reduction (DRR) Education,"This project aims to build long term resilience for the most vulnerable communities in fragile disaster prone districts, through a combination of community based and child centred DRR practices. Ultimately a disaster resilience education system will be created through a safe schools approach with which Save the Children has a lot of expertise. ",2,2011-12-16,2013-12-31,,,Save the Children UK,GB-COH-213890,International NGO,,,,,,,Save the Children UK,GB-COH-213890,International NGO,NP,Nepal,,798,"Asia, regional",,,,100,Reporting Organisation (i.e. maintained by the organisation referred to in the <reporting-org> element.,3,110,10,B03,5,GBP,GBP,0,0,955436,986335,0,0,0
